"","X95126","X95133","X25107","X95124","X95144","X25029","X25145","X95021","X25153","X25017","X25006","X25116","X25197","X25109","X25146","X25231","X25198","X95129","X95104","X95019","X95024","X25217","X95047","X25047","X95012","X95091","X25014","X95050","X95073","X95053","X95089","X95062","X25102","X95046","X95141","X95042","X25228","X95112","X95125","X95084","X95041","X95105","X25042","X25147","X25035","X25218","X95149","X95132","X95127","X25257","X25114","X95067","X95083","X25037","X25091","X95055","X95043","X95014","X25032","X25176","X25086","X25003","X25110","X95015","X95022","X95135","X95114","X95059","X25098","X25097","X25240","X25251","X25211","X25258","X95054","X25099","X95145","X95102","X25038","X95026","X25222","X25053","X95108","X95069","X25187","X25124","X25179","X95079","X25004","X25215","X25127","X95109","X25239","X95076","X95051","X25089","X95003","X25115","X95034","X95090","X95128","X25210","X25259","X25121","X95116","X25208","X25079","X95066","X25019","X95080","X25039","X95157","X95013","X25010","X95085","X95153","X95148","X25056","X95038","X95137","X95058","X25075","X95106","X95068","X25024","X25073","X95131","X25250","X95006","X95074","X25034","X95011","X25191","X25178","X25232","X95140","X95095","X95031","X25142","X25030","X25139","X95064","X95139","X95045","X95078","X25267","X95113","X25223","X95008","X95009"
"2012-12-13 00:00:00",0.117091640543365,0.598433333333333,0.6321,0.215066666666667,0.510166666666667,0.0429333333333333,0.0913,0.763633333333333,0.149644600207684,0.305433333333333,0.4479,0.0397,0.177166666666667,0.281033333333333,0.0890563636363636,0.1136,0.1823,0.172733333333333,0.128366666666667,0.150733333333333,0.408133333333333,0.1315,0.0964,0.0943333333333333,0.21453790656142,0.221333333333333,0.436566666666667,0.2545,0.239090811615355,0.353933333333333,0.458933333333333,0.510433333333333,0.214633333333333,0.420333333333333,0.0798666666666667,0.3309,1.07073333333333,0.119075298112664,0.1998,1.59576666666667,0.158566666666667,0.0980333333333333,0.116466666666667,0.210133333333333,0.947933333333333,0.761333333333333,0.1572,0.0558333333333334,0.9127,0.1428,0.101701212121212,0.137466666666667,0.886302185524749,0.0981999999999999,0.499066666666667,0.116966666666667,0.283133333333333,0.480572664710738,0.2315,0.0716666666666667,0.2109,0.1895,0.0610666666666667,0.160566666666667,0.145233333333333,0.416366666666667,0.7754,0.147066666666667,0.123833333333333,0.225466666666667,0.1605,1.02846666666667,0.0568333333333334,0.436035250737463,0.521133333333333,0.496466666666667,0.1248,0.155833333333333,0.1319,0.244833333333333,0.0955333333333333,0.139966666666667,0.0849666666666667,0.970633333333333,0.518744244111846,0.116133333333333,0.7345,0.0833,0.0821333333333333,0.557533333333333,0.0439666666666667,0.776700346191889,0.159633333333333,0.2495,0.0416,0.1486,0.201166666666667,0.0427333333333334,0.212133333333333,0.2557,0.719475580414847,0.1042,0.0835333333333333,0.205466666666667,0.132266666666667,0.238433333333333,2.99013333333333,0.0753333333333334,0.0566,0.5383,0.487866666666667,0.911266666666667,0.0513666666666667,0.2427,0.0706,0.130666666666667,0.220733333333333,0.1289,0.4263,1.38786666666667,0.0567666666666667,0.2361,0.163933333333333,0.0625333333333333,0.146466666666667,0.1671,0.125633333333333,0.202421838133899,0.835403714565005,0.220866666666667,0.178033333333333,0.149,0.61041720747296,0.2769,0.154666666666667,0.8963,1.90596666666667,0.155266666666667,0.03,0.051,0.1613,0.480166666666667,0.655833333333333,0.297566666666667,0.1026,0.209533333333333,0.254466666666667,0.2886,0.562766666666667,0.626266666666667
